States,GDP 1997,GDP 1998,GDP 1999,GDP 2000,GDP 2001,GDP 2002,GDP 2003,GDP 2004,GDP 2005,GDP 2006,GDP 2007,GDP 2008,GDP 2009,GDP 2010,GDP 2011,GDP 2012,GDP 2013,GDP 2014,GDP 2015,GDP 2016,GDP 2017,GDP 2018,GDP 2019,GDP average,unemployment 1980,unemployment 1981,unemployment 1982,unemployment 1983,unemployment 1984,unemployment 1985,unemployment 1986,unemployment 1987,unemployment 1988,unemployment 1989,unemployment 1990,unemployment 1991,unemployment 1992,unemployment 1993,unemployment 1994,unemployment 1995,unemployment 1996,unemployment 1997,unemployment 1998,unemployment 1999,unemployment 2000,unemployment 2001,unemployment 2002,unemployment 2003,unemployment 2004,unemployment 2005,unemployment 2006,unemployment 2007,unemployment 2008,unemployment 2009,unemployment 2010,unemployment 2011,unemployment 2012,unemployment 2013,unemployment 2014,unemployment 2015,unemployment 2016,unemployment 2017,unemployment 2018,unemployment average,incomeperson 2014,incomeperson 2015,incomeperson 2016,incomeperson 2017,incomeperson 2018,income average,highschool 2010,highschool 2011,highschool 2012,highschool 2013,highschool 2014,highschool 2015,highschool 2016,highschool 2017,highschool 2018,highschool average,bachelor 2010,bachelor 2011,bachelor 2012,bachelor 2013,bachelor 2014,bachelor 2015,bachelor 2016,bachelor 2017,bachelor 2018,bachelor average,graduate 2010,graduate 2011,graduate 2012,graduate 2013,graduate 2014,graduate 2015,graduate 2016,graduate 2017,graduate 2018,graduate average,2014 Population,2010 Population,2014 %Person under 5 years,2014 %Person under 18 years,2014 %Person 65 years and over,2014 % femal person,2014 % white ,2014 %black or African American ,2014 % American Indian and Alaska native,2014 %Asian ,2014 % Native Hawaiian and other pacific islander ,2014 %Two or more race ,2014 %Hispanic or latino,2009-2013 Living in same house 1 year or over,2009-2013 foreign born person,2009-2013 Language other than English spoken at home,2009-2013 High school graduate or higher 25+,2009-2013 Bachelorâ€™s degree or higher 25+,2009-2013 Veterans,2009-2013 mean travel time to work (min),2009-2013 Homeownership rate,2009-2013 Households,2009-2013 Median household income,2009-2013 %Persons below poverty level,2010 land area in square mile,2010 population per square mile ,2001 crime,2002 crime,2003 crime,2004 crime,2005 crime,2006 crime,2007 crime,2008 crime,2009 crime,2010 crime,2011 crime,2012 crime,2013 crime,2014 crime,2015 crime,2016 crime,crime average,2001 murder,2002 murder,2003 murder,2004 murder,2005 murder,2006 murder,2007 murder,2008 murder,2009 murder,2010 murder,2011 murder,2012 murder,2013 murder,2014 murder,2015 murder,2016 murder,murder average,2001 robbery,2002 robbery,2003 robbery,2004 robbery,2005 robbery,2006 robbery,2007 robbery,2008 robbery,2009 robbery,2010 robbery,2011 robbery,2012 robbery,2013 robbery,2014 robbery,2015 robbery,2016 robbery,robbery average,2001 rape,2002 rape,2003 rape,2004 rape,2005 rape,2006 rape,2007 rape,2008 rape,2009 rape,2010 rape,2011 rape,2012 rape,2013 rape,2014 rape,2015 rape,rape average,Percent Educational Attainment,Percent Peace Index,Percent Above Poverty Rate,Percent Non-religious,2013 Uninsured,2014 Uninsured,2015 Uninsured,2016 Uninsured,uninsured average,2019 Insured,2018 Insured,2017 Insured,2016 Insured,2015 Insured,2014 Insured,2013 Insured,2012 Insured,2011 Insured,2010 Insured,2009 Insured,2008 Insured,insured average,1976 winner,1976 votes,1980 winner,1980 votes,1984 winner,1984 votes,1988 winner,1988 votes,1992 winner,1992 votes,1996 winner,1996 votes,2000 winner,2000 votes,2004 winner,2004 votes,2008 winner,2008 votes,2012 winner,2012 votes,2016 winner,2016 votes
Oregon,118564.5,124188.4,126886.3,137819.7,136691.8,139645.3,145500.1,152854.0,158368.7,167910.6,171016.6,173802.0,166581.6,169013.8,173881.1,174427.6,175811.6,181754.9,191864.2,201059.5,209581.3,219279.9,225336.8,169239.8090909091,8.5,9.8,11.5,10.8,9.4,8.8,8.0,6.3,5.8,5.4,5.5,6.4,7.4,7.0,5.4,4.9,5.7,5.7,5.7,5.5,5.1,6.4,7.5,8.1,7.3,6.2,5.3,5.2,6.5,11.3,10.6,9.5,8.8,7.9,6.8,5.6,4.8,4.1,4.2,7.005263157894738,42493,45163,46586,48762,51500,48002.75,459953,471057,476578,482360,487555,503719,"524,906","530,833","543,991",484253.8,114366,115543,117859,117274,125745,132830,"200,006","212,508","209,018",121850.2,40349,42933,47201,47167,47288,57053,"59,071","59,539","57,5",46998.5,3970239,3831073,5.8,21.6,16.0,50.5,87.9,2.0,1.8,4.3,0.4,3.6,12.5,82.0,9.8,14.8,89.4,29.7,323205,22.5,62.0,1516456,50229,16.2,95988.01,39.9,10650.0,10298.0,10506.0,10724.0,10444.0,10534.0,11015.0,9909.0,9968.0,9648.0,9643.0,9638.0,9536.0,9224.0,10468.0,10983.0,10169.2,84.0,72.0,68.0,90.0,80.0,88.0,76.0,87.0,88.0,96.0,84.0,91.0,82.0,81.0,99.0,116.0,86.53333333333333,2749.0,2742.0,2847.0,2751.0,2478.0,2711.0,2864.0,2656.0,2499.0,2421.0,2237.0,2419.0,2394.0,2093.0,2146.0,2307.0,2504.3333333333335,1174.0,1238.0,1218.0,1283.0,1266.0,1219.0,1276.0,1183.0,1202.0,1239.0,1239.0,1159.0,1000.0,1052.0,1164.0,1195.5714285714287,29.2,58.56,83.6,52,14.7,9.7,7.0,6.2,7.633333333333333,92.8,92.9,93.2,93.8,93.0,90.3,85.3,85.1,84.3,82.9,83.0,84.2,88.0,republican,492120,republican,571044,republican,685700,democrat,616206,democrat,621314,democrat,649641,democrat,720342,democrat,943163,democrat,1037291,democrat,970488,democrat,1002106
Pennsylvania,496609.8,509829.9,524701.8,538013.6,544612.8,549673.5,561781.4,576989.8,587274.2,591252.7,610285.2,623068.2,605016.9,622140.0,630906.6,640663.1,650802.3,666555.8,682527.0,691316.2,695560.8,708856.9,726165.9,615363.3909090911,8.0,8.4,11.2,11.5,9.1,8.0,6.9,5.6,5.0,4.7,5.5,7.0,7.6,7.0,6.3,5.9,5.4,5.1,4.6,4.4,4.1,4.8,5.6,5.7,5.4,5.0,4.6,4.4,5.3,8.0,8.5,7.9,7.8,7.4,5.9,5.3,5.4,4.9,4.3,6.30263157894737,48434,50407,51818,53306,56032,52890.75,1380761,1405373,1439376,1462920,1489699,1518212,"1,548,766","1,565,491","1,576,448",1463116.0,359281,369345,388519,403879,414843,424846,"652,368","661,456","676,063",400286.4,162111,170724,180149,185976,194063,199027,"200,607","219,939","215,605",182008.33333333334,12787209,12702884,5.6,21.1,16.7,51.1,82.9,11.6,0.3,3.3,0.1,1.8,6.6,88.0,6.0,10.3,88.7,27.5,943417,25.9,69.8,4958427,52548,13.3,44742.7,283.9,50432.0,49578.0,49210.0,50998.0,52761.0,55028.0,51806.0,51044.0,48188.0,46612.0,46189.0,45384.0,42825.0,40164.0,40339.0,40389.0,47367.666666666664,651.0,624.0,647.0,650.0,756.0,741.0,725.0,705.0,664.0,653.0,639.0,707.0,611.0,614.0,658.0,674.0,671.2,17500.0,17163.0,17980.0,18474.0,19214.0,21095.0,19440.0,18873.0,17504.0,16375.0,16165.0,15735.0,14739.0,13534.0,13003.0,12314.0,16773.866666666665,3467.0,3731.0,3556.0,3535.0,3586.0,3611.0,3443.0,3485.0,3626.0,3472.0,3339.0,3371.0,2728.0,2787.0,3122.0,3385.1428571428573,26.4,52.5,86.4,47,9.7,8.5,6.4,5.6,6.833333333333333,94.2,94.5,94.5,94.4,93.6,91.5,90.3,90.2,89.9,89.8,90.1,91.0,91.8,democrat,2328677,republican,2261872,republican,2584323,republican,2300087,democrat,2239164,democrat,2215819,democrat,2485967,democrat,2938095,democrat,3276363,democrat,2990274,republican,2970733
Rhode Island,40140.7,41920.3,43160.5,45252.1,45904.3,47584.9,49348.1,51553.5,52286.0,53492.4,51994.2,50412.0,50217.3,51364.7,51262.8,51607.4,51679.0,52005.5,52957.8,53030.2,52727.7,53135.5,53668.0,50298.372727272734,7.2,7.8,9.7,8.3,5.5,4.6,4.1,3.6,3.1,4.1,6.3,8.6,8.9,7.7,6.9,6.3,5.4,5.1,4.6,4.2,4.1,4.6,5.0,5.3,5.2,5.0,4.9,5.2,7.8,11.0,11.2,11.0,10.4,9.3,7.7,6.0,5.2,4.4,4.1,6.373684210526315,48169,49939,50655,52644,54431,51917.25,109422,115010,116408,120866,122927,130237,"135,049","135,171","139,28",121089.6,29963,32781,29816,36025,32238,35371,"58,008","52,982","56,847",33246.2,15161,12784,14757,15721,15862,16508,"16,27","18,375","19,45",15132.166666666666,1055173,1052931,5.2,20.2,15.7,51.5,85.1,7.7,0.9,3.5,0.2,2.6,14.0,86.5,13.1,21.1,85.2,31.3,70621,23.6,61.2,410058,56361,13.6,1033.81,1018.1,3278.0,3051.0,3074.0,2673.0,2710.0,2460.0,2424.0,2656.0,2678.0,2709.0,2586.0,2657.0,2710.0,2313.0,2562.0,2529.0,2652.8,39.0,41.0,25.0,26.0,34.0,27.0,19.0,31.0,32.0,29.0,20.0,36.0,31.0,25.0,29.0,29.0,28.933333333333334,986.0,916.0,830.0,731.0,776.0,740.0,760.0,880.0,785.0,782.0,744.0,715.0,683.0,529.0,556.0,541.0,731.2,416.0,395.0,505.0,320.0,323.0,289.0,258.0,282.0,296.0,298.0,319.0,292.0,333.0,253.0,338.0,321.5,30.5,64.24,85.2,51,11.6,7.4,5.7,4.3,5.800000000000001,95.9,95.9,95.4,95.7,94.3,92.6,88.4,88.9,89.2,87.8,88.7,89.8,91.51818181818182,democrat,227636,democrat,198342,republican,212080,democrat,225123,democrat,213299,democrat,233050,democrat,249508,democrat,259760,democrat,296571,democrat,279677,democrat,252525
South Carolina,134954.4,139902.7,146306.1,150403.1,151083.0,154711.8,160100.1,162209.0,166563.8,170333.5,174793.1,174565.8,166930.9,170151.9,174119.1,175328.5,178757.4,183579.7,190294.1,196477.4,202644.5,209012.5,214933.7,173327.35,6.7,8.1,11.1,9.9,6.9,6.9,6.4,5.5,4.7,4.6,4.8,6.1,6.7,7.3,6.2,5.2,5.8,4.6,3.8,4.3,3.8,5.2,5.8,6.9,6.8,6.7,6.4,5.7,6.8,11.2,11.2,10.6,9.2,7.6,6.5,6.0,5.0,4.3,3.4,6.526315789473683,37624,39446,40569,42227,43912,41538.5,505112,510430,523109,525132,537765,561787,"571,848","578,485","592,739",531644.6,114723,112654,114977,120670,120141,130138,"187,507","187,421","202,609",119716.0,44525,42085,46687,50241,50259,54350,"53,596","55,682","55,136",48024.5,4832482,4625401,6.0,22.4,15.8,51.4,68.3,27.8,0.5,1.5,0.1,1.7,5.4,84.7,4.8,6.8,84.5,25.1,391660,23.5,69.1,1780251,44779,18.1,30060.7,153.9,33114.0,33761.0,33455.0,33160.0,32590.0,33322.0,34630.0,32746.0,30799.0,27923.0,27894.0,26474.0,24263.0,24052.0,24700.0,25137.0,29660.4,330.0,298.0,303.0,286.0,314.0,362.0,364.0,307.0,305.0,265.0,320.0,332.0,305.0,311.0,399.0,358.0,321.93333333333334,5987.0,5774.0,5801.0,5468.0,5657.0,5902.0,6354.0,6595.0,5753.0,5017.0,4631.0,4511.0,3965.0,3997.0,3931.0,4071.0,5161.8,1769.0,1959.0,1952.0,1772.0,1862.0,1834.0,1773.0,1686.0,1663.0,1551.0,1678.0,1712.0,1739.0,1480.0,1707.0,1740.5714285714287,24.3,36.44,82.1,30,15.8,13.6,10.9,10.0,11.5,89.2,89.5,89.0,90.0,89.1,86.4,84.2,83.2,83.3,82.5,83.2,83.3,85.7909090909091,democrat,450807,republican,439277,republican,615539,republican,606443,republican,577507,republican,573339,republican,786892,republican,937974,republican,1034896,republican,1071645,republican,1155389
South Dakota,25038.2,26511.1,27510.9,29399.2,29631.8,32767.8,33381.1,34383.5,35781.6,36393.5,38204.1,39454.1,39891.4,40367.3,42947.2,43550.7,43737.7,44449.7,45371.8,45733.6,46023.9,47287.0,47559.7,38651.75909090909,4.8,5.0,5.5,5.2,4.4,4.8,4.6,4.2,4.1,4.0,3.8,3.5,3.3,3.4,3.3,3.0,3.2,2.9,2.8,2.7,2.5,3.1,3.2,3.5,3.7,3.8,3.1,2.8,3.1,4.9,5.0,4.7,4.3,3.8,3.4,3.1,3.0,3.2,3.0,3.7078947368421047,46957,48678,48724,49787,52633,49955.5,96073,95592,102173,103033,103074,102933,"100,997","106,756","107,821",101361.0,24393,25096,23995,25727,26141,27160,"38,207","35,44","40,289",25623.8,6581,7354,8265,7455,7982,7874,"9,683","8,978","10,261",7585.166666666667,853175,814191,7.1,24.7,15.3,49.7,85.7,1.9,8.9,1.3,0.1,2.2,3.6,83.6,2.8,6.8,90.4,26.2,67886,16.9,68.0,323136,49495,14.1,75811.0,10.7,1171.0,1350.0,1329.0,1319.0,1387.0,2071.0,1926.0,2227.0,1777.0,2196.0,2105.0,2701.0,2733.0,2786.0,3289.0,3636.0,2188.8,7.0,11.0,10.0,17.0,18.0,30.0,31.0,37.0,30.0,23.0,20.0,23.0,18.0,20.0,32.0,28.0,23.2,103.0,117.0,104.0,112.0,145.0,158.0,118.0,134.0,117.0,154.0,167.0,157.0,156.0,200.0,216.0,274.0,155.26666666666668,351.0,361.0,356.0,336.0,377.0,465.0,433.0,562.0,501.0,385.0,503.0,600.0,454.0,413.0,441.0,441.92857142857144,25.1,53.64,85.9,41,11.3,9.8,10.2,8.7,9.566666666666666,89.8,90.2,90.9,91.3,89.8,90.2,88.7,88.5,88.1,87.6,86.9,88.9,89.19090909090909,republican,151505,republican,198343,republican,200267,republican,165415,republican,136718,republican,150543,republican,190700,republican,232584,republican,203054,republican,210610,republican,227721
Tennessee,210740.0,223901.3,230731.6,233697.5,232785.7,240535.8,247175.6,259206.0,264652.9,271344.5,268668.2,271927.5,262836.7,266473.5,274626.7,283482.0,287259.0,291661.7,302970.2,308157.4,314849.9,323316.8,328406.3,272212.1272727274,7.4,9.0,11.7,11.5,8.5,7.9,7.9,6.6,5.8,5.1,5.3,6.8,6.5,5.8,4.8,5.2,5.2,5.3,4.3,4.0,3.9,4.6,5.2,5.6,5.3,5.6,5.2,4.7,6.6,10.5,9.7,9.0,7.8,7.8,6.6,5.6,4.7,3.8,3.5,6.392105263157894,40799,42626,43626,45233,47210,44673.75,718988,737657,749143,751885,767066,777408,"807,452","834,732","842,338",756631.8,149982,159828,170070,175171,176895,184026,"275,38","292,448","286,898",173198.0,67359,64399,68688,74873,73670,80298,"84,038","90,945","78,791",71547.83333333333,6549352,6346275,6.1,22.8,15.1,51.3,78.9,17.1,0.4,1.7,0.1,1.7,5.0,84.6,4.6,6.6,84.4,23.8,484901,24.3,67.8,2475195,44298,17.6,41234.9,153.9,42776.0,41562.0,40409.0,41113.0,45104.0,46043.0,46482.0,44913.0,41933.0,38909.0,38895.0,41213.0,38063.0,39848.0,40400.0,42459.0,41823.066666666666,423.0,420.0,396.0,357.0,431.0,419.0,405.0,412.0,468.0,359.0,380.0,400.0,335.0,371.0,406.0,495.0,403.6,10219.0,9413.0,9413.0,8863.0,10009.0,11143.0,11033.0,10804.0,9653.0,8361.0,8082.0,8151.0,7333.0,7265.0,7474.0,7829.0,8988.4,2196.0,2290.0,2129.0,2282.0,2194.0,2194.0,2201.0,2078.0,2019.0,2173.0,2095.0,2047.0,1904.0,1861.0,1966.0,2102.3571428571427,23.0,31.74,81.8,27,13.9,12.0,10.3,9.0,10.433333333333334,89.9,89.9,90.5,91.0,89.7,88.0,86.1,86.1,85.4,85.6,85.7,87.1,87.73636363636363,democrat,825879,republican,787761,republican,990212,republican,947233,democrat,933521,democrat,909146,republican,1061949,republican,1384375,republican,1479178,republican,1462330,republican,1522925
